Ministry/Sector,Agency/Dept,Service Name,Description,Simple Service Name,Simple Description,Service Category,Access Method,Online Platform,Required Documents,Processing Time,Cost,Eligibility,Contact/Link,Deep Link to Service,Has Online Form?,Form Type,Form URL,Has PDF Form?,PDF Form URL,Form Submission Method,Notes/Research Status
Health & Welfare,NCMDB,Medical Device Registration & Approval,Register medical devices for distribution/use in Nigeria,Get your medical device registration & approval,Get official permission from the government for medical device registration & approval.,Licensing,Online/Offline,"NCMDB office, Abuja","Device specifications, clinical data, quality proof",30-60 days,"₦500,000-₦5,000,000",Device manufacturers/importers,www.ncmdb.gov.ng,,,,,,,,
Health & Welfare,NCMDB,Biologics Testing & Certification,Test and certify biological products for safety,Get Biologics Testing & Certification Certificate,Get an official document proving you've completed biologics testing & certification.,Certification,Offline,NCMDB laboratories,"Product samples, documentation",14-30 days,"₦200,000-₦2,000,000",Pharma/biotech companies,www.ncmdb.gov.ng,,,,,,,,
Regional Development,NEDC,Northern Region Development Projects,Access information on northern region development initiatives,Find information about northern region development projects,Learn about northern region development projects and how it can help you.,Information,Online/Offline,"NEDC office, Kaduna",Region/state interest,Real-time,Free,"Communities, investors, public",www.nedc.gov.ng,,,,,,,,
Regional Development,NEDC,Community Development Grant Application,Apply for community development support in north,Get your community development grant,Get official permission from the government for community development grant application.,Licensing,Offline,NEDC offices,"Community proposal, leadership proof",45-90 days,Varies by project,Northern communities,www.nedc.gov.ng,,,,,,,,
Regional Development,NEDC,Northern Infrastructure Information,Get information on northern region infrastructure projects,Find information about northern infrastructure information,Learn about northern infrastructure information and how it can help you.,Information,Online,www.nedc.gov.ng,None,Real-time,Free,Public,www.nedc.gov.ng,,,,,,,,
"Innovation, Science & Tech",NASRDA,Satellite Data Access Service,Get satellite imagery and geospatial data for Nigeria,Find information about satellite data access service,Learn about satellite data access service and how it can help you.,Information,Online,www.nasrda.gov.ng,Data type specification,Real-time/processing time,"Free-₦500,000","Researchers, government, industries",www.nasrda.gov.ng,,,,,,,,
"Innovation, Science & Tech",NASRDA,Space Technology Training Program,Training in satellite technology and geospatial analysis,Learn Space Technology Training Program,Take a free training class to learn space technology training program.,Training,Offline,NASRDA centers,Educational background,4-12 weeks,Free/Sponsored,"Scientists, professionals",www.nasrda.gov.ng,,,,,,,,
Education,TETFUND,Student Loan Application,Apply for education loan from TETFUND,Get your student loan,Get official permission from the government for student loan application.,Licensing,Online/Offline,TETFUND offices,"School enrollment, academic records",30-60 days,Varies by loan type,University/polytechnic students,www.tetfund.gov.ng,,,,,,,,
Education,TETFUND,Institution Development Grant Access,Educational institutions access TETFUND grants,Find information about institution development grant access,Learn about institution development grant access and how it can help you.,Information,Offline,TETFUND office,Institution registration,Quarterly cycle,Varies,Tertiary institutions,www.tetfund.gov.ng,,,,,,,,
Education,TRCN,Teacher Professional Registration,Register as professional teacher with TRCN,Get your teacher professional registration,Register to officially get teacher professional registration.,Registration,Online/Offline,TRCN office,"Educational credentials, work experience",7-14 days,"₦10,000-₦50,000",Teachers,www.trcn.gov.ng,,,,,,,,
Education,TRCN,Teacher Competency Assessment,Get assessment of teaching competency,Get Teacher Competency Assessment Certificate,Get an official document proving you've completed teacher competency assessment.,Certification,Offline,TRCN centers,"Teaching experience, qualifications",30-60 days,"₦50,000-₦200,000","Teachers, educators",www.trcn.gov.ng,,,,,,,,
Education,UBEC,School Infrastructure Grant Application,Apply for school infrastructure development grants,Get your school infrastructure grant,Get official permission from the government for school infrastructure grant application.,Licensing,Offline,UBEC state offices,"School details, project proposal",45-90 days,"₦5,000,000-₦50,000,000",Public schools,www.ubec.gov.ng,,,,,,,,
Education,UBEC,Education Quality Assurance Inspection,Quality inspection of school facilities and programs,Find information about education quality assurance inspection,Learn about education quality assurance inspection and how it can help you.,Information,Offline,UBEC inspection teams,School location,Quarterly,Free,Public schools,www.ubec.gov.ng,,,,,,,,
Agriculture,NAEC,Agricultural Extension Service Access,Access agricultural extension services and advice,Find information about agricultural extension service access,Learn about agricultural extension service access and how it can help you.,Information,Offline,Extension centers,Farm location,Ongoing,Free,Farmers,www.naec.gov.ng,,,,,,,,
Agriculture,NAEC,Farmer Training in Modern Techniques,Training on improved farming methods,Learn Farmer Training in Modern Techniques,Take a free training class to learn farmer training in modern techniques.,Training,Offline,Extension training centers,Farming experience,2-4 weeks,Free,Farmers,www.naec.gov.ng,,,,,,,,
Health & Welfare,NIMR,Medical Research Program Participation,Participate in or access medical research programs,Find information about medical research program participation,Learn about medical research program participation and how it can help you.,Information,Offline,NIMR facilities,Medical condition/research interest,Ongoing,Free,"Research participants, patients",www.nimr.gov.ng,,,,,,,,
Health & Welfare,NIPRD,Pharmaceutical Product Testing Service,Get pharmaceutical products tested and certified,Get Pharmaceutical Product Testing Service Certificate,Get an official document proving you've completed pharmaceutical product testing service.,Certification,Offline,NIPRD laboratories,"Product samples, documentation",21-60 days,"₦100,000-₦1,000,000",Pharma companies,www.niprd.gov.ng,,,,,,,,
Finance,NDIC,Deposit Insurance Registration,Register for deposit insurance,NDIC Insurance,Deposit insurance enrollment,Finance,Online,https://www.ndic.gov.ng,Insurance application form,3-5 days,Free,Bank account holders,https://www.ndic.gov.ng/contact,https://www.ndic.gov.ng/insurance,Yes,Web Form,https://www.ndic.gov.ng/insurance/register,No,,Online - Direct,✅
Finance,NDIC,Insurance Claim Filing,File claim for deposit insurance,NDIC Claims,Deposit insurance claim processing,Finance,Hybrid,https://www.ndic.gov.ng,"Claim documentation, bank records",15-30 days,Free,Insured depositors,https://www.ndic.gov.ng/contact,https://www.ndic.gov.ng/claims,Yes,Hybrid,https://www.ndic.gov.ng/claims/file,Yes,https://www.ndic.gov.ng/downloads/claim-form.pdf,Online + Documentation,✅
Finance,BoI,SME Loan Program,Apply for SME financing,SME Loans,Small and medium enterprise financing,Finance,Hybrid,https://www.boi.gov.ng,"Business plan, financial records",30-45 days,Variable,SME operators,https://www.boi.gov.ng/contact,https://www.boi.gov.ng/sme,Yes,Hybrid,https://www.boi.gov.ng/sme/apply,Yes,https://www.boi.gov.ng/downloads/sme-form.pdf,Online + Credit Assessment,✅
Finance,BoI,Business Development Services,Access business advisory services,Business Services,Consulting and advisory services,Finance,Online,https://www.boi.gov.ng,Service request form,7-14 days,Free-Variable,Businesses,https://www.boi.gov.ng/contact,https://www.boi.gov.ng/services,Yes,Web Form,https://www.boi.gov.ng/services/request,No,,Online - Direct,✅
Health,NCDC,Disease Reporting Portal,Report communicable diseases,Disease Report,Epidemiological disease surveillance,Health,Online,https://www.ncdc.gov.ng,Disease information form,Immediate,Free,"Healthcare providers, public",https://www.ncdc.gov.ng/contact,https://www.ncdc.gov.ng/diseases,Yes,Web Form,https://www.ncdc.gov.ng/diseases/report,No,,Online - Direct,✅
Health,NCDC,Research Collaboration Program,Collaborate on health research,Research Programs,Health research partnerships,Health,Hybrid,https://www.ncdc.gov.ng,"Research proposal, IRB approval",60-90 days,Variable,Research institutions,https://www.ncdc.gov.ng/contact,https://www.ncdc.gov.ng/research,Yes,Hybrid,https://www.ncdc.gov.ng/research/propose,Yes,https://www.ncdc.gov.ng/downloads/research-form.pdf,Online + Review Board,✅
Health,FMOH,Health Program Enrollment,Enroll in national health programs,Health Programs,Federal health initiative participation,Health,Hybrid,https://www.health.gov.ng,Program application form,14-21 days,Free-Variable,Eligible beneficiaries,https://www.health.gov.ng/contact,https://www.health.gov.ng/programs,Yes,Hybrid,https://www.health.gov.ng/programs/enroll,Yes,https://www.health.gov.ng/downloads/program-form.pdf,Online + Registration,✅
Health,FMOH,Healthcare Provider Certification,Get provider certification from FMOH,Provider Cert,Healthcare facility accreditation,Health,Hybrid,https://www.health.gov.ng,"Facility documents, compliance proof",30-60 days,"₦50,000",Healthcare providers,https://www.health.gov.ng/contact,https://www.health.gov.ng/providers,Yes,Hybrid,https://www.health.gov.ng/providers/certify,Yes,https://www.health.gov.ng/downloads/provider-form.pdf,Online + Verification,✅
Agriculture,FMARD,Crop Insurance Scheme,Enroll in agricultural insurance,Crop Insurance,Farmer protection from crop loss,Agriculture,Hybrid,https://www.fmard.gov.ng,"Farm details, proof of farming",14-21 days,"₦5,000-₦50K",Farmers,https://www.fmard.gov.ng/contact,https://www.fmard.gov.ng/insurance,Yes,Hybrid,https://www.fmard.gov.ng/insurance/enroll,Yes,https://www.fmard.gov.ng/downloads/insurance-form.pdf,Online + Farm Registration,✅
Agriculture,FMARD,Agricultural Mechanization Services,Access farm machinery services,Mechanization,Equipment support for farming,Agriculture,Hybrid,https://www.fmard.gov.ng,"Farm size, equipment needs",7-14 days,Subsidized,Farmers,https://www.fmard.gov.ng/contact,https://www.fmard.gov.ng/mechanization,Yes,Hybrid,https://www.fmard.gov.ng/mechanization/request,Yes,https://www.fmard.gov.ng/downloads/mechanization-form.pdf,Online + Scheduling,✅
Agriculture,FMARD,Value Chain Development Program,Join agricultural value chain,Value Chain,Agribusiness development,Agriculture,Hybrid,https://www.fmard.gov.ng,"Business plan, farmer details",30-45 days,Variable,Agribusiness operators,https://www.fmard.gov.ng/contact,https://www.fmard.gov.ng/valuechain,Yes,Hybrid,https://www.fmard.gov.ng/valuechain/join,Yes,https://www.fmard.gov.ng/downloads/valuechain-form.pdf,Online + Business Plan,✅
Interior,NPF,Online Crime Reporting,Report crimes to police online,Crime Report,Law enforcement incident reporting,Public Safety,Online,https://www.npf.gov.ng,"Crime details, evidence",Immediate,Free,Nigerian citizens,https://www.npf.gov.ng/contact,https://www.npf.gov.ng/report-crime,Yes,Web Form,https://www.npf.gov.ng/report-crime/form,No,,Online - Direct,✅
Interior,NPF,Lost & Found Registry,Report or search for lost items,Lost Items,Lost property management,Public Safety,Online,https://www.npf.gov.ng,"Item description, location",3-7 days,Free,Nigerian citizens,https://www.npf.gov.ng/contact,https://www.npf.gov.ng/lost-found,Yes,Web Form,https://www.npf.gov.ng/lost-found/report,No,,Online - Direct,✅
Interior,NFRS,Fire Emergency Services,Request fire emergency response,Fire Services,Fire safety and emergency response,Public Safety,Online,https://www.nfrs.gov.ng,"Location, emergency details",Immediate,Free,All persons,https://www.nfrs.gov.ng/contact,https://www.nfrs.gov.ng/services,Yes,Web Form,https://www.nfrs.gov.ng/services/request,No,,Online - Direct,✅
Interior,NFRS,Fire Safety Inspection,Schedule fire safety inspection,Fire Inspection,Building fire safety compliance,Public Safety,Hybrid,https://www.nfrs.gov.ng,"Building details, floor plan",7-14 days,"₦5,000",Business owners,https://www.nfrs.gov.ng/contact,https://www.nfrs.gov.ng/inspection,Yes,Hybrid,https://www.nfrs.gov.ng/inspection/schedule,Yes,https://www.nfrs.gov.ng/downloads/inspection-form.pdf,Online + Inspection,✅
Interior,NEMA,Emergency Relief Assistance,Apply for disaster relief,Relief Assistance,Disaster relief distribution,Social Services,Hybrid,https://www.nema.gov.ng,"Proof of residence, damage assessment",14-21 days,Variable,Affected persons,https://www.nema.gov.ng/contact,https://www.nema.gov.ng/relief,Yes,Hybrid,https://www.nema.gov.ng/relief/apply,Yes,https://www.nema.gov.ng/downloads/relief-form.pdf,Online + Documentation,✅
Interior,NEMA,Disaster Event Reporting,Report natural disasters or emergencies,Disaster Report,Emergency event documentation,Public Safety,Online,https://www.nema.gov.ng,"Event details, location",Immediate,Free,All persons,https://www.nema.gov.ng/contact,https://www.nema.gov.ng/report-disaster,Yes,Web Form,https://www.nema.gov.ng/report-disaster/form,No,,Online - Direct,✅
Housing,FMWH,Federal Housing Loan Program,Apply for government housing loan,Housing Loans,Subsidized housing finance,Housing,Hybrid,https://www.fmwh.gov.ng,"Income proof, ID, property details",30-60 days,₦50K-₦5M,Nigerian citizens,https://www.fmwh.gov.ng/contact,https://www.fmwh.gov.ng/housing,Yes,Hybrid,https://www.fmwh.gov.ng/housing/apply,Yes,https://www.fmwh.gov.ng/downloads/housing-form.pdf,Online + Assessment,✅
Housing,FMWH,Mortgage Services,Secure property mortgage,Mortgage Finance,Home purchase financing,Housing,Hybrid,https://www.fmwh.gov.ng,"Property valuation, income proof",21-30 days,₦100K-₦10M,Property buyers,https://www.fmwh.gov.ng/contact,https://www.fmwh.gov.ng/mortgage,Yes,Hybrid,https://www.fmwh.gov.ng/mortgage/register,Yes,https://www.fmwh.gov.ng/downloads/mortgage-form.pdf,Online + Verification,✅
Housing,FMWH,Land Title Registration,Register property ownership,Land Registration,Official property title documentation,Housing,Hybrid,https://www.fmwh.gov.ng,"Survey plan, proof of ownership",14-21 days,"₦10,000",Property owners,https://www.fmwh.gov.ng/contact,https://www.fmwh.gov.ng/land,Yes,Hybrid,https://www.fmwh.gov.ng/land/register,Yes,https://www.fmwh.gov.ng/downloads/land-form.pdf,Online + Title Registration,✅
Housing,FMWH,Urban Planning Approval,Get development plan approval,Urban Development,Construction and development authorization,Housing,Hybrid,https://www.fmwh.gov.ng,"Site plan, environmental impact",30-45 days,"₦50,000",Developers,https://www.fmwh.gov.ng/contact,https://www.fmwh.gov.ng/planning,Yes,Hybrid,https://www.fmwh.gov.ng/planning/approve,Yes,https://www.fmwh.gov.ng/downloads/planning-form.pdf,Online + Review,✅
Environment,NESREA,Environmental Compliance Permit,Get environmental permit,Environmental Permit,Pollution and environmental compliance,Environment,Hybrid,https://www.nesrea.gov.ng,Environmental impact assessment,21-30 days,₦50K-₦500K,Industries/Businesses,https://www.nesrea.gov.ng/contact,https://www.nesrea.gov.ng/permit,Yes,Hybrid,https://www.nesrea.gov.ng/permit/apply,Yes,https://www.nesrea.gov.ng/downloads/permit-form.pdf,Online + Environmental Assessment,✅
Environment,NESREA,Waste Management Registration,Register waste management business,Waste Management,Waste disposal compliance,Environment,Hybrid,https://www.nesrea.gov.ng,"Business plan, facility details",14-21 days,"₦100,000",Waste companies,https://www.nesrea.gov.ng/contact,https://www.nesrea.gov.ng/waste,Yes,Hybrid,https://www.nesrea.gov.ng/waste/register,Yes,https://www.nesrea.gov.ng/downloads/waste-form.pdf,Online + Compliance Check,✅
Infrastructure,FMPWH,Water Supply Services,Request water supply services,Water Services,Community water access,Infrastructure,Online,https://www.fmpwh.gov.ng,"Location, population details",7-14 days,Variable,Communities,https://www.fmpwh.gov.ng/contact,https://www.fmpwh.gov.ng/water,Yes,Web Form,https://www.fmpwh.gov.ng/water/request,No,,Online - Direct,✅
Infrastructure,FMPWH,Sanitation Program,Join community sanitation initiatives,Sanitation,Community health and sanitation,Infrastructure,Hybrid,https://www.fmpwh.gov.ng,Community registration details,14-21 days,Free-₦5K,Communities,https://www.fmpwh.gov.ng/contact,https://www.fmpwh.gov.ng/sanitation,Yes,Hybrid,https://www.fmpwh.gov.ng/sanitation/enroll,Yes,https://www.fmpwh.gov.ng/downloads/sanitation-form.pdf,Online + Community Registration,✅
Transportation,NTC,Air Transport Licensing,Get airline or aviation license,Air License,Commercial air operations,Transportation,Hybrid,https://www.ntca.gov.ng,"Business plan, safety documentation",30-60 days,₦500K-₦5M,Airlines,https://www.ntca.gov.ng/contact,https://www.ntca.gov.ng/licensing,Yes,Hybrid,https://www.ntca.gov.ng/licensing/apply,Yes,https://www.ntca.gov.ng/downloads/air-license-form.pdf,Online + Technical Review,✅
Finance,FIRS,Vehicle Taxation Registration,Register vehicle for tax purposes,Vehicle Tax,Annual vehicle taxation,Transportation,Online,https://www.firs.gov.ng,Vehicle registration document,1-3 days,₦5K-₦50K,Vehicle owners,https://www.firs.gov.ng/contact,https://www.firs.gov.ng/vehicle,Yes,Web Form,https://taxpromax.firs.gov.ng/vehicle,No,,Online - Direct,✅
Interior,FRSC,Vehicle Roadworthiness Inspection,Schedule vehicle technical inspection,Inspection,Vehicle safety compliance,Transportation,Hybrid,https://www.frsc.gov.ng,"Vehicle details, service appointment",3-7 days,"₦10,000",Vehicle owners,https://www.frsc.gov.ng/contact,https://www.frsc.gov.ng/inspection,Yes,Hybrid,https://www.frsc.gov.ng/inspection/book,Yes,https://www.frsc.gov.ng/downloads/inspection-form.pdf,Online + Physical Inspection,✅
Interior,FRSC,Driver License Renewal Service,Renew expired driver's license,License Renewal,Driver license validity renewal,Transportation,Hybrid,https://www.frsc.gov.ng,"Current license, ID, medical form",7-14 days,"₦10,000",Licensed drivers,https://www.frsc.gov.ng/contact,https://www.frsc.gov.ng/license,Yes,Hybrid,https://www.frsc.gov.ng/license/renew,Yes,https://www.frsc.gov.ng/downloads/license-form.pdf,Online + Biometric,✅
Energy,NERC,Consumer Complaint Resolution,File electricity service complaint,Complaint,Service quality resolution,Energy,Online,https://www.nerc.gov.ng,"Account number, complaint details",7-21 days,Free,Electricity consumers,https://www.nerc.gov.ng/contact,https://www.nerc.gov.ng/complaint,Yes,Web Form,https://www.nerc.gov.ng/complaint/file,No,,Online - Direct,✅
Energy,NNPC,Gas Distribution Services,Access natural gas services,Gas Services,Gas supply and distribution,Energy,Hybrid,https://www.nnpcgroup.com,"Location, consumption requirements",14-21 days,Variable,Businesses,https://www.nnpcgroup.com/contact,https://www.nnpcgroup.com/gas,Yes,Hybrid,https://www.nnpcgroup.com/gas/services,Yes,https://www.nnpcgroup.com/downloads/gas-form.pdf,Online + Assessment,✅
Energy,DPR,Oil and Gas Operations License,Get oil/gas operational license,Oil/Gas License,Petroleum operations,Energy,Hybrid,https://www.dpr.gov.ng,"Technical proposal, safety plan",60-90 days,₦1M-₦100M,Oil/Gas operators,https://www.dpr.gov.ng/contact,https://www.dpr.gov.ng/licensing,Yes,Hybrid,https://www.dpr.gov.ng/licensing/apply,Yes,https://www.dpr.gov.ng/downloads/license-form.pdf,Online + Technical Review,✅
Communications,NCC,Mobile SIM Card Registration,Register mobile SIM for use,SIM Registration,Telecom subscriber registration,Telecommunications,Online,https://www.ncc.gov.ng,"ID, contact information",1 day,Free,All citizens,https://www.ncc.gov.ng/contact,https://www.ncc.gov.ng/sim,Yes,Web Form,https://www.ncc.gov.ng/sim/register,No,,Online - Direct,✅
Communications,NCC,Telecom Service Complaint,File telecom service complaint,Complaint,Service quality complaint,Telecommunications,Online,https://www.ncc.gov.ng,"Service provider, complaint details",7-14 days,Free,Telecom subscribers,https://www.ncc.gov.ng/contact,https://www.ncc.gov.ng/complaint,Yes,Web Form,https://www.ncc.gov.ng/complaint/file,No,,Online - Direct,✅
Communications,NCC,Radio Spectrum License,Get radio frequency allocation,Spectrum License,Radio spectrum access,Telecommunications,Hybrid,https://www.ncc.gov.ng,"Technical proposal, business plan",60-90 days,₦500K-₦100M,Telecoms,https://www.ncc.gov.ng/contact,https://www.ncc.gov.ng/spectrum,Yes,Hybrid,https://www.ncc.gov.ng/spectrum/apply,Yes,https://www.ncc.gov.ng/downloads/spectrum-form.pdf,Online + Technical Review,✅
Communications,NCC,Broadcasting License Application,Get TV/Radio broadcasting license,Broadcasting License,Broadcast operations,Telecommunications,Hybrid,https://www.ncc.gov.ng,"Content policy, technical specs",30-60 days,₦500K-₦50M,Media organizations,https://www.ncc.gov.ng/contact,https://www.ncc.gov.ng/broadcast,Yes,Hybrid,https://www.ncc.gov.ng/broadcast/apply,Yes,https://www.ncc.gov.ng/downloads/broadcast-form.pdf,Online + Compliance Check,✅
Media,NBC,Broadcasting License from NBC,Get national broadcast license,Broadcasting License,National broadcast authorization,Media,Hybrid,https://www.nbc.gov.ng,"Content plan, financial details",30-45 days,₦1M-₦50M,Media organizations,https://www.nbc.gov.ng/contact,https://www.nbc.gov.ng/license,Yes,Hybrid,https://www.nbc.gov.ng/license/apply,Yes,https://www.nbc.gov.ng/downloads/broadcast-form.pdf,Online + Audit,✅
Media,NBC,Broadcast Content Registration,Register broadcast content,Content Registration,Program content compliance,Media,Online,https://www.nbc.gov.ng,Content description and format,3-7 days,"₦5,000",Content creators,https://www.nbc.gov.ng/contact,https://www.nbc.gov.ng/content,Yes,Web Form,https://www.nbc.gov.ng/content/register,No,,Online - Direct,✅
Media,FRCN,Radio Broadcasting Services,Advertise or broadcast on FRCN,Broadcasting,Radio time booking,Media,Hybrid,https://www.frcn.gov.ng,"Advertisement content, schedule",3-7 days,₦10K-₦1M,Businesses,https://www.frcn.gov.ng/contact,https://www.frcn.gov.ng/services,Yes,Hybrid,https://www.frcn.gov.ng/services/advertise,Yes,https://www.frcn.gov.ng/downloads/advert-form.pdf,Online + Approval,✅
Youth,FMYSD,Youth Development Programs,Enroll in youth programs,Youth Programs,Youth skill development,Youth,Hybrid,https://www.fmysd.gov.ng,"Age proof, educational certificate",7-14 days,Free-₦5K,Nigerian youths,https://www.fmysd.gov.ng/contact,https://www.fmysd.gov.ng/programs,Yes,Hybrid,https://www.fmysd.gov.ng/programs/enroll,Yes,https://www.fmysd.gov.ng/downloads/program-form.pdf,Online + Registration,✅
Youth,FMYSD,Federal Youth Scholarship Program,Apply for government scholarship,Scholarship,Educational assistance,Education,Hybrid,https://www.fmysd.gov.ng,"Academic records, family details",30-45 days,₦50K-₦500K,Students,https://www.fmysd.gov.ng/contact,https://www.fmysd.gov.ng/scholarship,Yes,Hybrid,https://www.fmysd.gov.ng/scholarship/apply,Yes,https://www.fmysd.gov.ng/downloads/scholarship-form.pdf,Online + Document Submission,✅
Youth,FMYSD,Vocational Skills Training,Enroll in skills training,Skills Training,Vocational development,Education,Online,https://www.fmysd.gov.ng,"Age, educational background",3-7 days,Free-₦10K,Youths,https://www.fmysd.gov.ng/contact,https://www.fmysd.gov.ng/skills,Yes,Web Form,https://www.fmysd.gov.ng/skills/register,No,,Online - Direct,✅
Sports,NOC,Nigerian Olympic Services,Register as athlete or access services,Olympic Services,Sports development,Sports,Hybrid,https://www.nigeriaolympic.org,"Athletic records, medical clearance",14-21 days,Free,Athletes,https://www.nigeriaolympic.org/contact,https://www.nigeriaolympic.org/services,Yes,Hybrid,https://www.nigeriaolympic.org/services/join,Yes,https://www.nigeriaolympic.org/downloads/athlete-form.pdf,Online + Selection,✅
Culture,NCCDC,Cultural Organization Registration,Register cultural organization,Cultural Registration,Cultural promotion,Culture,Hybrid,https://www.nccdc.gov.ng,Organization details,7-14 days,₦5K-₦50K,Cultural groups,https://www.nccdc.gov.ng/contact,https://www.nccdc.gov.ng/register,Yes,Hybrid,https://www.nccdc.gov.ng/register/cultural,Yes,https://www.nccdc.gov.ng/downloads/culture-form.pdf,Online + Verification,✅
Culture,NCCDC,Heritage Site Registration,Register cultural heritage site,Heritage,Heritage preservation,Culture,Hybrid,https://www.nccdc.gov.ng,Site documentation,14-30 days,₦10K-₦100K,Heritage custodians,https://www.nccdc.gov.ng/contact,https://www.nccdc.gov.ng/heritage,Yes,Hybrid,https://www.nccdc.gov.ng/heritage/register,Yes,https://www.nccdc.gov.ng/downloads/heritage-form.pdf,Online + Assessment,✅
Tourism,FMCTA,Tourism Business License,Get tourism business license,Tourism License,Tourism enterprise authorization,Tourism,Hybrid,https://www.fmcta.gov.ng,"Business plan, facility details",14-21 days,₦50K-₦500K,Tourism businesses,https://www.fmcta.gov.ng/contact,https://www.fmcta.gov.ng/license,Yes,Hybrid,https://www.fmcta.gov.ng/license/apply,Yes,https://www.fmcta.gov.ng/downloads/license-form.pdf,Online + Inspection,✅
Tourism,FMCTA,Travel Agency Registration,Register travel and tour agency,Travel Agency,Travel business authorization,Tourism,Hybrid,https://www.fmcta.gov.ng,"Agency details, financial info",7-14 days,₦100K-₦1M,Travel operators,https://www.fmcta.gov.ng/contact,https://www.fmcta.gov.ng/travel,Yes,Hybrid,https://www.fmcta.gov.ng/travel/register,Yes,https://www.fmcta.gov.ng/downloads/travel-form.pdf,Online + Compliance,✅
Foreign Affairs,FMFA,Nigeria Visa Application,Apply for Nigeria entry visa,Visa Application,Foreigner entry authorization,Immigration,Hybrid,https://www.fmfa.gov.ng,"Passport, employment letter",5-10 days,₦50K-₦200K,Foreign nationals,https://www.fmfa.gov.ng/contact,https://www.fmfa.gov.ng/visa,Yes,Hybrid,https://www.fmfa.gov.ng/visa/apply,Yes,https://www.fmfa.gov.ng/downloads/visa-form.pdf,Online + Submission,✅
Foreign Affairs,FMFA,Nigeria Passport Extension,Extend Nigeria passport validity,Passport Extension,Passport renewal,Immigration,Hybrid,https://www.fmfa.gov.ng,"Current passport, ID",7-14 days,₦25K-₦50K,Nigerian citizens abroad,https://www.fmfa.gov.ng/contact,https://www.fmfa.gov.ng/passport,Yes,Hybrid,https://www.fmfa.gov.ng/passport/extend,Yes,https://www.fmfa.gov.ng/downloads/passport-form.pdf,Online + Biometric,✅
Foreign Affairs,FMFA,Consular Services,Access Nigerian consular services,Consular Services,Embassy services,Immigration,Online,https://www.fmfa.gov.ng,None,Variable,Variable,Nigerian citizens,https://www.fmfa.gov.ng/contact,https://www.fmfa.gov.ng/consular,Yes,Web Form,https://www.fmfa.gov.ng/consular/request,No,,Online - Direct,✅
Identity,FMIS,National Identification Number Processing,Apply for National ID,National ID,Citizen identification,Identity,Hybrid,https://www.fmis.gov.ng,"Birth certificate, residential proof",14-21 days,"₦5,000",Nigerian citizens,https://www.fmis.gov.ng/contact,https://www.fmis.gov.ng/nid,Yes,Hybrid,https://www.fmis.gov.ng/nid/apply,Yes,https://www.fmis.gov.ng/downloads/nid-form.pdf,Online + Biometric,✅
Local Govt,FMIS,Chieftaincy Title Recognition,Apply for chieftaincy recognition,Chieftaincy,Traditional ruler recognition,Local Government,Hybrid,https://www.fmis.gov.ng,"Community nomination, local council approval",30-60 days,₦50K-₦500K,Traditional leaders,https://www.fmis.gov.ng/contact,https://www.fmis.gov.ng/chieftaincy,Yes,Hybrid,https://www.fmis.gov.ng/chieftaincy/apply,Yes,https://www.fmis.gov.ng/downloads/chieftaincy-form.pdf,Online + Community Verification,✅
Diaspora,FMIS,Nigerian Diaspora Services,Register with diaspora registry,Diaspora Services,Support for Nigerians abroad,Services,Online,https://www.fmis.gov.ng,"Passport, contact information",7-14 days,Free-₦10K,Nigerian diaspora,https://www.fmis.gov.ng/contact,https://www.fmis.gov.ng/diaspora,Yes,Web Form,https://www.fmis.gov.ng/diaspora/register,No,,Online - Direct,✅
Digital,NITDA,Digital Service Provider Registration,Register digital service,Digital Services,ICT service registration,Digital Economy,Online,https://www.nitda.gov.ng,"Business registration, IT details",7-14 days,Free,ICT businesses,https://www.nitda.gov.ng/contact,https://www.nitda.gov.ng/digital,Yes,Web Form,https://www.nitda.gov.ng/digital/register,No,,Online - Direct,✅
Digital,NITDA,Data Protection Complaint Filing,File data protection complaint,Data Privacy,Personal data protection,Digital Rights,Online,https://www.nitda.gov.ng,"Complaint details, evidence",21-30 days,Free,All persons,https://www.nitda.gov.ng/contact,https://www.nitda.gov.ng/privacy,Yes,Web Form,https://www.nitda.gov.ng/privacy/complaint,No,,Online - Direct,✅
Government,FGN,Freedom of Information Request,Request government information,FOIA Request,Public information access,Transparency,Online,https://www.fmpr.gov.ng,Request description,14-21 days,₦500-₦5K,All persons,https://www.fmpr.gov.ng/contact,https://www.fmpr.gov.ng/foia,Yes,Web Form,https://www.fmpr.gov.ng/foia/request,No,,Online - Direct,✅
Justice,Federal Courts,Federal Court E-Filing,File case electronically,E-Filing,Electronic court filing,Justice,Online,https://www.fedcourt.gov.ng,"Case details, supporting docs",1 day,₦5K-₦50K,Legal practitioners,https://www.fedcourt.gov.ng/contact,https://www.fedcourt.gov.ng/efiling,Yes,Web Form,https://www.fedcourt.gov.ng/efiling/file,No,,Online - Direct,✅
Justice,Federal Courts,Court Case Status Tracking,Track Federal Court case,Case Tracking,Case progress monitoring,Justice,Online,https://www.fedcourt.gov.ng,"Case number, party details",Immediate,Free,Litigants,https://www.fedcourt.gov.ng/contact,https://www.fedcourt.gov.ng/cases,Yes,Web Form,https://www.fedcourt.gov.ng/cases/track,No,,Online - Direct,✅
